Position in alignment,BHV5 - BHV5,BHV5 - C33,BHV5 - C46,BHV5 - Titanium_IBR_MLV_vaccine,BHV5 - SP1777,BHV5 - K22,BHV5 - B589,BHV5 - Cooper
1200,0,24.3928571790457,24.3928571790457,24.3928571790457,1.14285717904568,0.642857164144516,0.642857164144516,24.3928571790457
1220,0,23.6904762685299,23.6904762685299,23.6904762685299,2.19047626852989,2.19047626852989,0.857142895460129,23.6904762685299
1240,0,20.9285716712475,20.9285716712475,20.9285716712475,6.92857167124748,6.92857167124748,2.42857153713703,20.9285716712475
1260,0,24.2619048058987,24.2619048058987,24.2619048058987,1.26190480589867,1.26190480589867,0.428571447730064,24.2619048058987
1280,0,21.4523811638355,21.4523811638355,21.4523811638355,5.95238116383553,5.95238116383553,2.28571438789368,21.4523811638355
1300,0,24.1666667163372,24.1666667163372,24.1666667163372,1.6666667163372,1.6666667163372,0,24.1666667163372
1320,0,23.7500000745058,23.7500000745058,23.7500000745058,2.00000007450581,2.00000007450581,1.00000004470348,23.7500000745058
1340,0,24.0952381491661,24.0952381491661,24.0952381491661,1.59523814916611,1.59523814916611,0.428571447730064,24.0952381491661
1360,0,23.8690476864576,23.8690476864576,23.8690476864576,2.11904768645763,2.11904768645763,0.28571429848671,23.8690476864576
1380,0,23.9166667312384,23.9166667312384,23.9166667312384,2.16666673123837,2.16666673123837,0,23.9166667312384
1400,0,24.350000038743,24.350000038743,24.350000038743,0.16666667163372,1.60000003874302,0.833333358168602,24.350000038743
1420,0,24.021428629756,24.021428629756,24.021428629756,0.90476194024086,2.27142862975597,0.73809526860714,24.021428629756
1440,0,23.7357143610716,23.7357143610716,23.7357143610716,0.952380985021591,2.98571436107159,1.11904765665531,23.7357143610716
1460,0,24.026190534234,24.026190534234,24.026190534234,0.642857164144516,2.77619053423405,0.476190492510796,24.026190534234
1480,0,23.5190477073193,23.5190477073193,23.5190477073193,0.61904764175415,3.51904770731926,1.78571434319019,23.5190477073193
1500,0,23.9619048237801,23.9619048237801,23.9619048237801,1.09523813426495,2.46190482378006,0.595238119363785,23.9619048237801
1520,0,23.7357143610716,23.7357143610716,23.7357143610716,0.61904764175415,3.48571436107159,0.952380985021591,23.7357143610716
1540,0,23.6119048446417,23.6119048446417,23.6119048446417,1.09523813426495,3.36190484464169,1.09523813426495,23.6119048446417
1560,0,22.2452382594347,22.2452382594347,22.2452382594347,2.09523816406727,6.9952382594347,1.92857149243355,22.2452382594347
1580,0,21.8261906653643,21.8261906653643,21.8261906653643,2.97619058191776,7.07619066536427,2.64285723865032,21.8261906653643
1600,0,17.4666671156883,17.4666671156883,17.4666671156883,6.3333335518837,17.4666671156883,6.3333335518837,17.4666671156883
1620,0,17.5047623515129,17.5047623515129,17.5047623515129,6.40476213395596,17.5047623515129,6.07142879068851,17.5047623515129
1640,0,15.6904767453671,15.6904767453671,15.6904767453671,5.85714311897755,15.6904767453671,15.6904767453671,15.6904767453671
1660,0,15.7380957901478,15.7380957901478,15.7380957901478,5.57142882049084,15.7380957901478,15.7380957901478,15.7380957901478
1680,0,15.6904767453671,15.6904767453671,15.6904767453671,5.85714311897755,15.6904767453671,15.6904767453671,15.6904767453671
1700,0,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355
1720,0,15.5714291334152,15.5714291334152,15.5714291334152,15.5714291334152,6.57142886519432,15.5714291334152,15.5714291334152
1740,0,16.4285719394684,16.4285719394684,16.4285719394684,16.4285719394684,1.42857149243355,16.4285719394684,16.4285719394684
1760,0,16.5000005066395,16.5000005066395,16.5000005066395,16.5000005066395,1.00000004470348,16.5000005066395,16.5000005066395
1780,0,16.2380957603455,16.2380957603455,16.2380957603455,16.2380957603455,2.57142868638039,16.2380957603455,16.2380957603455
1800,0,16.2142862379551,16.2142862379551,16.2142862379551,16.2142862379551,2.71428583562374,16.2142862379551,16.2142862379551
1820,0,16.1666671931744,16.1666671931744,16.1666671931744,16.1666671931744,3.00000013411045,16.1666671931744,16.1666671931744
1840,0,16.3095243275166,16.3095243275166,16.3095243275166,16.3095243275166,2.14285723865032,16.3095243275166,16.3095243275166
1860,0,16.142857670784,16.142857670784,16.142857670784,16.142857670784,3.14285728335381,16.142857670784,16.142857670784
1880,0,16.3809528946877,16.3809528946877,16.3809528946877,16.3809528946877,1.71428579092026,16.3809528946877,16.3809528946877
1900,0,16.4285719394684,16.4285719394684,16.4285719394684,16.4285719394684,1.42857149243355,16.4285719394684,16.4285719394684
1920,0,21.2619049847126,21.2619049847126,21.2619049847126,7.2619049847126,0.428571447730064,7.2619049847126,21.2619049847126
1940,0,21.8690478056669,21.8690478056669,21.8690478056669,6.11904780566692,0.28571429848671,6.11904780566692,21.8690478056669
1960,0,22.1785715967417,22.1785715967417,22.1785715967417,5.42857159674168,0.428571447730064,5.42857159674168,22.1785715967417
1980,0,21.3452383130789,21.3452383130789,21.3452383130789,7.09523831307888,0.428571447730064,7.09523831307888,21.3452383130789
2000,0,21.8452382832766,21.8452382832766,21.8452382832766,6.09523828327656,0.428571447730064,6.09523828327656,21.8452382832766
2020,0,21.4642859250307,21.4642859250307,21.4642859250307,6.71428592503071,0.714285746216774,6.71428592503071,21.4642859250307
2040,0,21.0357145220041,21.0357145220041,21.0357145220041,6.78571452200413,2.28571438789368,6.78571452200413,21.0357145220041
2060,0,22.4642858654261,22.4642858654261,22.4642858654261,4.21428586542606,1.71428579092026,4.21428586542606,22.4642858654261
2080,0,20.7500002533197,20.7500002533197,20.7500002533197,7.00000025331974,3.00000013411045,7.00000025331974,20.7500002533197
2100,0,21.3452383130789,21.3452383130789,21.3452383130789,6.09523831307888,2.42857153713703,6.09523831307888,21.3452383130789
2120,0,21.6547621041536,21.6547621041536,21.6547621041536,5.90476210415363,1.5714286416769,5.90476210415363,21.6547621041536
2140,0,22.7023810893297,22.7023810893297,22.7023810893297,4.45238108932972,0.28571429848671,4.45238108932972,22.7023810893297
2160,0,23.6785715073347,23.6785715073347,23.6785715073347,2.42857150733471,0.428571447730064,2.42857150733471,23.6785715073347
2180,0,24.2023809999228,24.2023809999228,24.2023809999228,1.45238099992275,0.28571429848671,1.45238099992275,24.2023809999228
2200,0,24.7857142984867,24.7857142984867,24.7857142984867,0.28571429848671,0.28571429848671,0.28571429848671,24.7857142984867
2220,0,24.154761955142,24.154761955142,24.154761955142,1.40476195514202,0.571428596973419,1.40476195514202,24.154761955142
2240,0,23.3333334326744,23.3333334326744,23.3333334326744,2.83333343267441,1.00000004470348,2.83333343267441,23.3333334326744
2260,0,23.7023810297251,23.7023810297251,23.7023810297251,1.95238102972507,1.28571434319019,1.95238102972507,23.7023810297251
2280,0,23.3809524774551,23.3809524774551,23.3809524774551,2.38095247745514,1.71428579092026,2.38095247745514,23.3809524774551
2300,0,24.2380952835083,24.2380952835083,24.2380952835083,1.2380952835083,0.571428596973419,1.2380952835083,24.2380952835083
2320,0,6.92857146263123,6.92857146263123,6.92857146263123,7.42857152223587,2.42857150733471,7.42857152223587,6.92857146263123
2340,0,7.91666667163372,7.91666667163372,7.91666667163372,1.16666667163372,0,1.16666667163372,7.91666667163372
2360,0,8.66666667163372,8.66666667163372,8.66666667163372,1.3333333581686,0.666666686534882,1.3333333581686,8.66666667163372
2380,0,9.76190479099751,9.76190479099751,9.76190479099751,2.26190479099751,0.428571447730064,2.26190479099751,9.76190479099751
2400,0,7.41666667163372,7.41666667163372,7.41666667163372,2.50000004470348,1.33333337306976,2.50000004470348,7.41666667163372
2420,0,8.53571429848671,8.53571429848671,8.53571429848671,2.95238104462624,2.95238104462624,2.95238104462624,8.53571429848671
2440,0,7.78571429848671,7.78571429848671,7.78571429848671,1.95238101482391,1.95238101482391,1.95238101482391,7.78571429848671
2460,0,6.21428574621677,6.21428574621677,6.21428574621677,2.71428580582142,2.71428580582142,2.71428580582142,6.21428574621677
2480,0,8.46428579092026,8.46428579092026,8.46428579092026,8.38095265626907,8.38095265626907,8.38095265626907,8.46428579092026
2500,0,8.6071429848671,8.6071429848671,8.6071429848671,11.857143253088,11.857143253088,11.857143253088,8.6071429848671
2520,0,9.35714289546013,9.35714289546013,9.35714289546013,5.19047635793686,5.19047635793686,5.19047635793686,9.35714289546013
2540,0,9.39285719394684,9.39285719394684,9.39285719394684,3.80952394008636,3.80952394008636,3.80952394008636,9.39285719394684
2560,0,9.39285719394684,9.39285719394684,9.39285719394684,2.80952391028404,2.80952391028404,2.80952391028404,9.39285719394684
2580,0,9.32142859697342,9.32142859697342,9.32142859697342,2.57142865657806,2.57142865657806,2.57142865657806,9.32142859697342
2600,0,9.82142859697342,9.82142859697342,9.82142859697342,2.57142865657806,2.57142865657806,2.57142865657806,9.82142859697342
2620,0,24.3571428954601,24.3571428954601,24.3571428954601,0.857142895460129,0.857142895460129,0.857142895460129,24.3571428954601
2640,0,23.6071429401636,23.6071429401636,23.6071429401636,1.85714294016361,1.85714294016361,1.85714294016361,23.6071429401636
2660,0,22.8571429848671,22.8571429848671,22.8571429848671,2.8571429848671,2.8571429848671,2.8571429848671,22.8571429848671
2680,0,23.8214286416769,23.8214286416769,23.8214286416769,1.5714286416769,1.5714286416769,1.5714286416769,23.8214286416769
2700,0,23.0714286863804,23.0714286863804,23.0714286863804,2.57142868638039,2.57142868638039,2.57142868638039,23.0714286863804
2720,0,23.178571537137,23.178571537137,23.178571537137,2.42857153713703,2.42857153713703,2.42857153713703,23.178571537137
2740,0,22.7500001341105,22.7500001341105,22.7500001341105,3.00000013411045,3.00000013411045,3.00000013411045,22.7500001341105
2760,0,22.9642858356237,22.9642858356237,22.9642858356237,2.71428583562374,2.71428583562374,2.71428583562374,22.9642858356237
2780,0,23.500000089407,23.500000089407,23.500000089407,2.00000008940697,2.00000008940697,2.00000008940697,23.500000089407
2800,0,23.500000089407,23.500000089407,23.500000089407,2.00000008940697,2.00000008940697,2.00000008940697,23.500000089407
2820,0,21.6190478205681,21.6190478205681,21.6190478205681,6.11904782056808,1.28571434319019,6.11904782056808,21.6190478205681
2840,0,23.0095239281654,23.0095239281654,23.0095239281654,5.50952392816544,1.64285719394684,0.809523835778236,23.0095239281654
2860,0,22.3023811131716,22.3023811131716,22.3023811131716,5.55238111317158,2.78571438789368,2.45238104462624,22.3023811131716
2880,0,17.3190480768681,17.3190480768681,17.3190480768681,17.3190480768681,5.28571447730064,8.11904789507389,17.3190480768681
2900,0,17.7428575754166,17.7428575754166,17.7428575754166,17.7428575754166,4.64285731315613,6.64285737276077,17.7428575754166
2920,0,17.4333337843418,17.4333337843418,17.4333337843418,17.4333337843418,7.00000025331974,5.8333335518837,17.4333337843418
2940,0,22.788095369935,22.788095369935,22.788095369935,5.03809536993504,2.0714286416769,1.73809529840946,22.788095369935
2960,0,21.8142859041691,21.8142859041691,21.8142859041691,7.81428590416908,1.88095244765282,3.04761914908886,21.8142859041691
2980,0,21.288095459342,21.288095459342,21.288095459342,9.038095459342,2.90476201474667,2.90476201474667,21.288095459342
3000,0,21.8809525668621,21.8809525668621,21.8809525668621,7.38095256686211,2.5476191341877,2.5476191341877,21.8809525668621
3020,0,22.0619049370289,22.0619049370289,22.0619049370289,6.56190493702888,2.92857153713703,2.26190485060215,22.0619049370289
3040,0,21.8500001877546,21.8500001877546,21.8500001877546,7.10000018775463,2.50000008940697,3.00000010430813,21.8500001877546
3060,0,21.871428757906,21.871428757906,21.871428757906,6.87142875790596,2.57142865657806,3.07142867147923,21.871428757906
3080,0,22.3738096803427,22.3738096803427,22.3738096803427,6.12380968034267,2.02380959689617,2.35714294016361,22.3738096803427
3100,0,22.2452382594347,22.2452382594347,22.2452382594347,6.9952382594347,1.92857149243355,2.09523816406727,22.2452382594347
3120,0,21.2261907011271,21.2261907011271,21.2261907011271,6.47619070112705,6.47619070112705,2.14285723865032,21.2261907011271
3140,0,21.1428573727608,21.1428573727608,21.1428573727608,5.14285737276077,5.14285737276077,5.14285737276077,21.1428573727608
3160,0,31.1000001728535,7.50000008940697,31.1000001728535,7.60000017285347,7.60000017285347,7.60000017285347,7.50000008940697
3180,0,31.6571430116892,8.35714294016361,31.6571430116892,6.65714301168919,6.65714301168919,6.65714301168919,8.35714294016361
3200,0,33.2928573042154,6.89285723865032,33.2928573042154,6.54285730421543,6.54285730421543,6.54285730421543,6.89285723865032
3220,0,31.0214287191629,8.8214286416769,31.0214287191629,6.77142871916294,6.77142871916294,6.77142871916294,8.8214286416769
3240,0,20.8166669160128,5.66666686534882,20.8166669160128,20.8166669160128,20.8166669160128,5.40000014007092,5.66666686534882
3260,0,20.3000002801418,6.50000022351742,20.3000002801418,20.3000002801418,20.3000002801418,5.80000014603138,6.50000022351742
3280,0,20.1047621965408,5.90476211905479,20.1047621965408,20.1047621965408,20.1047621965408,7.77142876386642,5.90476211905479
3300,0,20.4738097935915,6.02380973100662,20.4738097935915,20.4738097935915,20.4738097935915,6.05714300274849,6.02380973100662
3320,0,20.376190751791,6.47619068622589,20.376190751791,20.376190751791,20.376190751791,5.54285725951195,6.47619068622589
3340,0,7.59285727143288,2.64285723865032,7.59285727143288,7.59285727143288,7.59285727143288,3.34285722672939,2.64285723865032
3360,0,1.7095238417387,0.809523835778236,1.7095238417387,1.7095238417387,1.7095238417387,0.542857155203819,0.809523835778236
3380,0,2.54523813724518,1.09523813426495,2.54523813724518,2.54523813724518,2.54523813724518,0.628571450710297,1.09523813426495
3400,0,4.22857147455215,0.928571462631226,4.22857147455215,4.22857147455215,4.22857147455215,1.22857145965099,0.928571462631226
3420,0,1.37619049847126,0.476190492510796,1.37619049847126,6.04285721480846,6.04285721480846,2.20952387154102,0.476190492510796
3440,0,1.11666668951511,0.666666686534882,1.11666668951511,6.28333340585232,6.28333340585232,1.86666671931744,0.666666686534882
3460,0,1.42857147753239,1.42857147753239,1.42857147753239,5.92857150733471,5.92857150733471,1.42857147753239,1.42857147753239
3480,0,0.952380985021591,0.952380985021591,0.952380985021591,5.45238101482391,5.45238101482391,1.28571432828903,0.952380985021591
3500,0,1.40476195514202,1.40476195514202,1.40476195514202,3.73809529840946,3.73809529840946,0.90476194024086,1.40476195514202
3520,0,0.333333343267441,0.333333343267441,0.333333343267441,6.1666667163372,6.1666667163372,1.33333337306976,0.333333343267441
3540,0,1.14285719394684,1.14285719394684,1.14285719394684,2.4761905670166,2.4761905670166,2.4761905670166,1.14285719394684
3560,0,0.857142895460129,0.857142895460129,0.857142895460129,3.19047629833221,3.19047629833221,3.19047629833221,0.857142895460129
3580,0,0.28571429848671,0.28571429848671,0.28571429848671,4.61904776096344,4.61904776096344,4.61904776096344,0.28571429848671
3600,0,1.2380952835083,1.2380952835083,1.2380952835083,4.73809531331062,1.57142862677574,4.73809531331062,1.2380952835083
3620,0,0.761904790997505,0.761904790997505,0.761904790997505,6.09523816406727,1.76190482079983,6.09523816406727,0.761904790997505
3640,0,1.04761908948421,1.04761908948421,1.04761908948421,16.7142858654261,4.38095252215862,16.7142858654261,1.04761908948421
3660,0,0.16666667163372,0.16666667163372,0.16666667163372,1.16666667163372,0,1.16666667163372,0.16666667163372
3680,0,0,0,0,0.666666686534882,0.666666686534882,0.666666686534882,0
3700,0,0.16666667163372,0.16666667163372,0.16666667163372,3.50000001490116,0.333333343267441,3.50000001490116,0.16666667163372
3720,0,0,0,0,2.00000002980232,1.00000002980232,2.00000002980232,0
3740,0,0,0,0,1,0,1,0
3760,0,0.476190492510796,0.476190492510796,0.476190492510796,2.30952383577824,0.476190492510796,2.30952383577824,0.476190492510796
3780,0,0.16666667163372,0.16666667163372,0.16666667163372,2.00000001490116,0.333333343267441,2.00000001490116,0.16666667163372
3800,0,0,0,0,0,0,0,0
3820,0,0,0,0,0,0,0,0
3840,0,0.41666667163372,0.41666667163372,0.41666667163372,2.00000001490116,0.333333343267441,2.00000001490116,0.41666667163372
3860,0,0.25,0.25,0.25,1.5,0,1.5,0.25
3880,0,0,0,0,0,0,0,0
3900,0,0.142857149243355,0.142857149243355,0.142857149243355,0.642857149243355,0.142857149243355,0.642857149243355,0.142857149243355
3920,0,0,0,0,0.333333343267441,0.333333343267441,0.333333343267441,0
3940,0,1.33333334326744,0,0,0.666666686534882,0.333333343267441,0.666666686534882,0
3960,0,8.22619052231312,0.976190492510796,0.976190492510796,4.72619055211544,4.72619055211544,1.39285717904568,0.976190492510796
3980,0,3.33333334326744,0.333333343267441,0.333333343267441,2.33333334326744,2.33333334326744,0,0.333333343267441
4000,0,16.1190476417542,1.78571429848671,1.78571429848671,0.61904764175415,0.61904764175415,0.28571429848671,1.78571429848671
4020,0,15.6666666716337,1.16666667163372,1.16666667163372,0.66666667163372,0.66666667163372,0.5,1.16666667163372
4040,0,14.5595238208771,1.55952382087708,1.55952382087708,0.309523820877075,0.309523820877075,0.142857149243355,1.55952382087708
4060,0,7.25,0.25,0.25,0.5,0.5,0,0.25
4080,0,16,1,1,0,0,0,1
4100,0,10.75,1.75,1.75,0,0,0,1.75
4120,0,6,0,0,0,0,0,0
4140,0,4,0,0,0,0,0,0
4160,0,3,0,0,0,0,0,0
4180,0,19,1,1,0,0,0,1
4200,0,13,0,0,0,0,0,0
4220,0,2,2,2,0,0,0,2
4240,0,1.75,1.75,1.75,0,0,0,1.75
4260,0,1.5,1.5,1.5,0,0,0,1.5
4280,0,6.25,6.25,6.25,0,0,0,6.25
4300,0,2.28571429848671,2.28571429848671,2.28571429848671,0.61904764175415,0.61904764175415,0.61904764175415,2.28571429848671
4320,0,4,4,4,1.00000002980232,1.00000002980232,1.00000002980232,4
4340,0,3,3,3,0.333333343267441,0.333333343267441,0.333333343267441,3
4360,0,8.42857153713703,8.42857153713703,8.42857153713703,2.42857153713703,2.42857153713703,2.42857153713703,8.42857153713703
4380,0,1.82142859697342,1.82142859697342,1.82142859697342,0.571428596973419,0.571428596973419,0.571428596973419,1.82142859697342
4400,0,1.82142859697342,1.82142859697342,1.82142859697342,0.571428596973419,0.571428596973419,0.571428596973419,1.82142859697342
4420,0,1.82142859697342,1.82142859697342,1.82142859697342,0.571428596973419,0.571428596973419,0.571428596973419,1.82142859697342
4440,0,2.42857153713703,2.42857153713703,2.42857153713703,2.42857153713703,2.42857153713703,2.42857153713703,2.42857153713703
4460,0,1.85714294016361,1.85714294016361,1.85714294016361,1.85714294016361,1.85714294016361,1.85714294016361,1.85714294016361
4480,0,2.14285723865032,2.14285723865032,2.14285723865032,2.14285723865032,2.14285723865032,2.14285723865032,2.14285723865032
4500,0,2.28571438789368,2.28571438789368,2.28571438789368,2.28571438789368,2.28571438789368,2.28571438789368,2.28571438789368
4520,0,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769
4540,0,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769
4560,0,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697
4580,0,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697
4600,0,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697,2.00000008940697
4620,0,2.71428583562374,2.71428583562374,2.71428583562374,2.71428583562374,2.71428583562374,2.71428583562374,2.71428583562374
4640,0,2.42857153713703,2.42857153713703,2.42857153713703,2.42857153713703,2.42857153713703,2.42857153713703,2.42857153713703
4660,0,2.28571438789368,2.28571438789368,2.28571438789368,2.28571438789368,2.28571438789368,2.28571438789368,2.28571438789368
4680,0,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355
4700,0,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355
4720,0,5.42857167124748,5.42857167124748,5.42857167124748,5.42857167124748,5.42857167124748,5.42857167124748,5.42857167124748
4740,0,5.28571452200413,5.28571452200413,5.28571452200413,5.28571452200413,5.28571452200413,5.28571452200413,5.28571452200413
4760,0,1.00000004470348,1.00000004470348,1.00000004470348,1.00000004470348,1.00000004470348,1.00000004470348,1.00000004470348
4780,0,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769,1.5714286416769
4800,0,2.14285723865032,2.14285723865032,2.14285723865032,2.14285723865032,2.14285723865032,2.14285723865032,2.14285723865032
4820,0,1.73809529840946,1.73809529840946,1.73809529840946,1.73809529840946,1.73809529840946,0.571428596973419,1.73809529840946
4840,0,1.52380958199501,1.52380958199501,1.52380958199501,1.52380958199501,1.52380958199501,0.857142895460129,1.52380958199501
4860,0,2.02380959689617,2.02380959689617,2.02380959689617,2.02380959689617,2.02380959689617,0.857142895460129,2.02380959689617
4880,0,2.19047626852989,2.19047626852989,2.19047626852989,2.19047626852989,2.19047626852989,0.857142895460129,2.19047626852989
4900,0,2.21428579092026,2.21428579092026,2.21428579092026,2.21428579092026,2.21428579092026,0.714285746216774,2.21428579092026
4920,0,2.19047626852989,2.19047626852989,2.19047626852989,2.19047626852989,2.19047626852989,0.857142895460129,2.19047626852989
4940,0,2.23809532821178,2.23809532821178,2.23809532821178,2.23809532821178,2.23809532821178,1.5714286416769,2.23809532821178
4960,0,3.27142864465714,3.27142864465714,3.27142864465714,3.27142864465714,1.07142861187458,0.571428596973419,3.27142864465714
4980,0,1.30476194620132,1.30476194620132,1.30476194620132,10.3047619462013,0.90476194024086,0.571428596973419,1.30476194620132
5000,0,0.200000002980232,0.200000002980232,0.200000002980232,20.2000000327826,2.00000002980232,1.00000002980232,0.200000002980232
