Position in alignment,BHV5 - BHV5,BHV5 - C33,BHV5 - C46,BHV5 - Titanium_IBR_MLV_vaccine,BHV5 - 216_II,BHV5 - SP1777,BHV5 - K22,BHV5 - B589
2900,0,24.5261905044317,24.5261905044317,24.5261905044317,24.5261905044317,1.27619050443172,0.142857149243355,0.476190492510796
3000,0,8.11666667461395,75.116666674614,8.11666667461395,8.11666667461395,0.366666674613953,0.16666667163372,0
3100,0,11.0666668862104,73.0666668862104,11.0666668862104,3.45000000298023,0.816666677594185,0.16666667163372,0.366666674613953
3200,0,10.150000244379,76.150000244379,10.150000244379,1.03333334624767,1.98333334922791,0.200000002980232,0.333333343267441
3300,0,13.6000003516674,68.6000003516674,13.6000003516674,0.583333343267441,2.35000002384186,0.933333352208138,0.333333343267441
3400,0,10.9833336472511,76.9833336472511,10.9833336472511,0,0.650000005960464,0.200000002980232,0.200000002980232
3500,0,14.0000004172325,72.0000004172325,14.0000004172325,0,0,0,0
3600,0,12.3666670322418,74.3666670322418,12.3666670322418,0,0.366666674613953,0.16666667163372,0.366666674613953
3700,0,4.33333346247673,80.3333334624767,15.3333334624767,0,0,0,0
3800,0,12.3333337008953,43.8333337008953,43.8333337008953,0,0,0,0
3900,0,13.3333337306976,43.3333337306976,43.3333337306976,0,0,0,0
4000,0,13.3333337306976,43.3333337306976,43.3333337306976,0,0,0,0
4100,0,14.5833337605,42.5833337605,42.5833337605,0.25,0,0,0
4200,0,10.6666669845581,44.6666669845581,44.6666669845581,0,0,0,0
4300,0,16.0000004768372,42.0000004768372,42.0000004768372,0,0,0,0
4400,0,15.500000461936,42.000000461936,42.000000461936,0,0.16666667163372,0.16666667163372,0.16666667163372
4500,0,33.3333343267441,33.3333343267441,33.3333343267441,0,0,0,0
4600,0,33.2500009834766,33.2500009834766,33.2500009834766,0.25,0,0,0
4700,0,22.3333334922791,22.3333334922791,22.3333334922791,0.366666674613953,22.3333334922791,7.63333348929882,2.66666674613953
4800,0,31.4666675180197,31.4666675180197,31.4666675180197,0,3.80000002682209,1.30000002682209,0.500000014901161
4900,0,31.6500008404255,31.6500008404255,31.6500008404255,0,3.98333334922791,0.733333349227905,0.333333343267441
5000,0,31.6166675388813,31.6166675388813,31.6166675388813,0.200000002980232,3.28333336114883,1.3333333581686,0.333333343267441
5100,0,32.8666676133871,32.8666676133871,32.8666676133871,1,0.200000002980232,0,0.200000002980232
5200,0,32.6833342760801,32.6833342760801,32.6833342760801,0.5,0.850000008940697,0.200000002980232,0.400000005960464
5300,0,32.7000009268522,32.7000009268522,32.7000009268522,1.20000000298023,0.700000002980232,0,0
5400,0,32.7000009268522,32.7000009268522,32.7000009268522,1.20000000298023,0.700000002980232,0,0
5500,0,32.8666676282883,32.8666676282883,32.8666676282883,0.66666667163372,0.366666674613953,0,0.366666674613953
5600,0,32.6166675984859,32.6166675984859,32.6166675984859,1.41666667163372,0.366666674613953,0,0.366666674613953
5700,0,32.6166675984859,32.6166675984859,32.6166675984859,1.41666667163372,0.366666674613953,0,0.366666674613953
5800,0,32.283334210515,32.283334210515,32.283334210515,2.5,0.200000002980232,0,0.450000002980232
5900,0,33.1666676402092,33.1666676402092,33.1666676402092,0.5,0,0,0
6000,0,33.1666676402092,33.1666676402092,33.1666676402092,0.5,0,0,0
6100,0,33.1666676402092,33.1666676402092,33.1666676402092,0.5,0,0,0
6200,0,33.1666676402092,33.1666676402092,33.1666676402092,0.5,0,0,0
6300,0,32.0833341777325,32.0833341777325,32.0833341777325,3,0,0,0.75
6400,0,31.7500008046627,31.7500008046627,31.7500008046627,4.75,0,0,0
6500,0,32.000000834465,32.000000834465,32.000000834465,4,0,0,0
6600,0,32.2500008642673,32.2500008642673,32.2500008642673,3.25,0,0,0
6700,0,32.3333342075348,32.3333342075348,32.3333342075348,3,0,0,0
6800,0,25,25,25,25,0,0,0
6900,0,25,25,25,25,0,0,0
7000,0,25,25,25,25,0,0,0
7100,0,25,25,25,25,0,0,0
7200,0,25,25,25,25,0,0,0
7300,0,25,25,25,25,0,0,0
7400,0,24.9500000029802,24.9500000029802,24.9500000029802,24.9500000029802,0,0,0.200000002980232
7500,0,24.9500000029802,24.9500000029802,24.9500000029802,24.9500000029802,0,0,0.200000002980232
7600,0,24.9500000029802,24.9500000029802,24.9500000029802,24.9500000029802,0,0.200000002980232,0
7700,0,24.9500000029802,24.9500000029802,24.9500000029802,24.9500000029802,0,0.200000002980232,0
7800,0,24.9500000029802,24.9500000029802,24.9500000029802,24.9500000029802,0,0.200000002980232,0
7900,0,25,25,25,25,0,0,0
8000,0,10.9166668951511,38.416667163372,38.416667163372,12.2500002682209,0,0,0
8100,0,12.5833337008953,42.4166671037674,42.4166671037674,2.58333340287209,0,0,0
8200,0,10.3333336114883,43.0000003576279,43.0000003576279,3.66666674613953,0,0,0
8300,0,16.0833337605,39.7500005066395,39.7500005066395,4.41666674613953,0,0,0
8400,0,15.9166671335697,41.9166671335697,41.9166671335697,0.25,0,0,0
8500,0,13.5000003576279,41.8333337306976,41.8333337306976,2.83333337306976,0,0,0
8600,0,12.4166670143604,42.5833337306976,42.5833337306976,2.4166667163372,0,0,0
8700,0,12.5000003576279,42.3333337605,42.3333337605,2.83333340287209,0,0,0
8800,0,32.3333342075348,32.3333342075348,32.3333342075348,3,0,0,0
8900,0,30.7500006854534,30.7500006854534,30.7500006854534,7.5,0,0,0.25
9000,0,29.7166672796011,29.7166672796011,29.7166672796011,9.21666668355465,0.200000002980232,0.16666667163372,1.26666668057442
9100,0,30.483334004879,30.483334004879,30.483334004879,8.15000000596046,0,0.400000005960464,0
9200,0,24.3095238506794,24.3095238506794,24.3095238506794,24.3095238506794,0.509523823857307,1.7095238417387,0.542857155203819
9300,0,24.2500000447035,24.2500000447035,24.2500000447035,24.2500000447035,1.90000003576279,1.10000002384186,0
9400,0,24.28333337605,24.28333337605,24.28333337605,24.28333337605,1.63333337008953,1.23333336412907,0
9500,0,23.9833333939314,23.9833333939314,23.9833333939314,23.9833333939314,0.666666686534882,3.03333339095116,0.366666674613953
9600,0,28.6500005722046,28.6500005722046,28.6500005722046,9.5833333581686,2.23333337903023,2.23333337903023,0
9700,0,29.2500005811453,29.2500005811453,29.2500005811453,9.58333334326744,1.3333333581686,1.3333333581686,0
9800,0,29.7095244377851,29.7095244377851,29.7095244377851,8.17619049549103,0.676190495491028,0.676190495491028,1.34285715222359
9900,0,29.9000006169081,29.9000006169081,29.9000006169081,9,0.566666677594185,0.566666677594185,0.16666667163372
10000,0,30.5000006556511,30.5000006556511,30.5000006556511,8.5,0,0,0
10100,0,29.7500005662441,29.7500005662441,29.7500005662441,10.75,0,0,0
10200,0,30.1666672825813,30.1666672825813,30.1666672825813,9.5,0,0,0
10300,0,30.0833339393139,30.0833339393139,30.0833339393139,9.75,0,0,0
10400,0,25,25,25,25,0,0,0
10500,0,25,25,25,25,0,0,0
10600,0,25,25,25,25,0,0,0
10700,0,25,25,25,25,0,0,0
10800,0,24.6666666865349,24.6666666865349,24.6666666865349,24.6666666865349,0.966666683554649,0.200000002980232,0.16666667163372
10900,0,23.8500000685453,23.8500000685453,23.8500000685453,23.8500000685453,3.30000005662441,0.966666683554649,0.333333343267441
11000,0,23.8761905431747,23.8761905431747,23.8761905431747,23.8761905431747,1.57619051635265,2.77619053423405,0.142857149243355
11100,0,24.7595238238573,24.7595238238573,24.7595238238573,24.7595238238573,0.509523823857307,0.309523820877075,0.142857149243355
11200,0,24.7095238268375,24.7095238268375,24.7095238268375,24.7095238268375,0.70952382683754,0.309523820877075,0.142857149243355
11300,0,24.8166666775942,24.8166666775942,24.8166666775942,24.8166666775942,0.200000002980232,0.366666674613953,0.16666667163372
11400,0,24.2000000476837,24.2000000476837,24.2000000476837,24.2000000476837,0.333333343267441,2.70000004768372,0.16666667163372
11500,0,24.3333333730698,24.3333333730698,24.3333333730698,24.3333333730698,0,2.33333337306976,0.333333343267441
11600,0,24.0761905312538,24.0761905312538,24.0761905312538,24.0761905312538,0.142857149243355,2.57619053125381,0.976190507411957
11700,0,24.28333337605,24.28333337605,24.28333337605,24.28333337605,0,2.53333337605,0.333333343267441
11800,0,24.1833333820105,24.1833333820105,24.1833333820105,24.1833333820105,0.16666667163372,2.93333338201046,0.16666667163372
11900,0.16666667163372,19.6761907935143,19.6761907935143,19.6761907935143,19.6761907935143,0.642857164144516,19.6761907935143,0.809523835778236
12000,0.400000005960464,24.1333333849907,24.1333333849907,24.1333333849907,24.1333333849907,0,2.73333337903023,0.333333343267441
12100,0.366666674613953,30.450000718236,30.450000718236,30.450000718236,7.11666668951511,0,1.16666668653488,0
12200,0.600000008940697,30.5166673511267,30.5166673511267,30.5166673511267,7.8500000089407,0,0,0
12300,0.600000008940697,29.9333339482546,29.9333339482546,29.9333339482546,9.6000000089407,0,0,0
12400,0.600000008940697,31.8500008434057,31.8500008434057,31.8500008434057,3.8500000089407,0,0,0
12500,1,33.0000009536743,33.0000009536743,33.0000009536743,0,0,0,0
12600,1,33.0000009536743,33.0000009536743,33.0000009536743,0,0,0,0
12700,0.5,33.1666676402092,33.1666676402092,33.1666676402092,0,0,0,0
12800,0,12.5000003576279,43.5000003576279,43.5000003576279,0.5,0,0,0
12900,0.25,10.9166669845581,44.4166669845581,44.4166669845581,0,0,0,0
13000,0.25,12.5833337008953,43.5833337008953,43.5833337008953,0,0,0,0
13100,0,11.583333671093,44.083333671093,44.083333671093,0.25,0,0,0
13200,0,12.3333337008953,43.8333337008953,43.8333337008953,0,0,0,0
13300,0,12.1666666716337,37.6666666716337,37.6666666716337,12.1666666716337,0,0.16666667163372,0.16666667163372
13400,0,11.25,38.75,38.75,11.25,0,0,0
13500,0.200000002980232,9.45000000298023,40.4500000029802,40.4500000029802,9.45000000298023,0,0,0
13600,0,25,25,25,25,0,0,0
13700,0.25,32.9166676104069,32.9166676104069,32.9166676104069,1,0,0,0
13800,0,32.9166676104069,32.9166676104069,32.9166676104069,1.25,0,0,0
13900,0.75,32.3333342075348,32.3333342075348,32.3333342075348,2.25,0,0,0
14000,0.783333346247673,32.3666675984859,32.3666675984859,32.3666675984859,0.583333343267441,0,1.00000001490116,0.533333346247673
14100,3.6833333671093,29.5666673630476,29.5666673630476,29.5666673630476,1.78333334624767,0.400000005960464,3.15000003576279,2.28333336114883
14200,0.933333352208138,31.1500008255243,31.1500008255243,31.1500008255243,1.70000000298023,0,2.98333336412907,0.933333352208138
14300,1.86309529840946,27.7464293241501,27.7464293241501,27.7464293241501,1.32738097012043,0.910714313387871,6.32976204156876,6.32976204156876
14400,1.57142862677574,26.3904768973589,26.3904768973589,26.3904768973589,1.61904764175415,2.19047626852989,7.72380970418453,7.72380970418453
14500,0.678571447730064,21.9047620743513,21.9047620743513,21.9047620743513,21.9047620743513,1.39285719394684,5.15476207435131,5.15476207435131
14600,0.75,19.7500002682209,19.7500002682209,19.7500002682209,19.7500002682209,6.7500002682209,6.7500002682209,6.7500002682209
14700,0.375,23.6607143431902,23.6607143431902,23.6607143431902,23.6607143431902,1.66071434319019,1.66071434319019,1.66071434319019
14800,0.142857149243355,29.9285721033812,29.9285721033812,29.9285721033812,8.26190479099751,0.761904790997505,0.761904790997505,0.28571429848671
14900,0,29.6428577303886,29.6428577303886,29.6428577303886,10.3095238208771,0.309523820877075,0.309523820877075,0.142857149243355
15000,0,29.9761911183596,29.9761911183596,29.9761911183596,8.9761904925108,0.476190492510796,0.476190492510796,0.142857149243355
15100,0,31.0666674673557,31.0666674673557,31.0666674673557,4.00000001490116,0.533333346247673,1.56666669249535,0.700000017881393
15200,0,31.7833341658115,31.7833341658115,31.7833341658115,3.66666667163372,0.366666674613953,0.616666674613953,0
15300,0,31.5833341628313,31.5833341628313,31.5833341628313,4.08333334326744,0.333333343267441,0.500000014901161,0.333333343267441
15400,0,31.6000008136034,31.6000008136034,31.6000008136034,3.90000000596046,0,1.1000000089407,0.200000002980232
15500,0,7.45000018179417,42.7333336472511,42.7333336472511,5.78333346545696,0,0.900000005960464,0.400000005960464
15600,0,10.100000217557,37.5166670084,37.5166670084,7.50000013411045,0,3.6833333671093,3.6833333671093
15700,0,11.2500002086163,34.783333748579,34.783333748579,11.7833335548639,0,3.70000004768372,3.70000004768372
15800,0,10.3333335965872,37.2166671305895,37.2166671305895,8.1333335340023,0,3.55000002682209,3.55000002682209
15900,0,10.8333333432674,28.7000005245209,28.7000005245209,28.7000005245209,0,1.53333336114883,1.53333336114883
16000,0,8.01666668057442,29.516667291522,29.516667291522,29.516667291522,0,2.26666669547558,1.16666668653488
16100,0,10.7333333492279,29.2666672319174,29.2666672319174,29.2666672319174,0,0.933333352208138,0.533333346247673
16200,0,8,30.666667342186,30.666667342186,30.666667342186,0,0,0
16300,0,24.9166666716337,24.9166666716337,24.9166666716337,24.9166666716337,0,0.16666667163372,0.16666667163372
16400,0,29.916667252779,29.916667252779,29.916667252779,10.25,0,0,0
16500,0,31.8333341479301,31.8333341479301,31.8333341479301,4.25,0,0.25,0
16600,0,32.750000923872,32.750000923872,32.750000923872,1.75,0,0,0
16700,0,32.6666675806046,32.6666675806046,32.6666675806046,2,0,0,0
16800,0,32.4166675508022,32.4166675508022,32.4166675508022,2.75,0,0,0
16900,0,33.0000009536743,33.0000009536743,33.0000009536743,1,0,0,0
17000,0,10.4166669547558,43.9166669845581,43.9166669845581,1.75000002980232,0,0,0
17100,0,5.00000014901161,47.1666668355465,47.1666668355465,0.666666686534882,0,0,0
17200,0,7.58333352208138,45.2500002086163,45.2500002086163,1.91666668653488,0,0,0
17300,0,3.75000008940697,47.5833334326744,47.5833334326744,1.08333334326744,0,0,0
17400,0,2.9166667163372,46.2500001490116,46.2500001490116,4.58333343267441,0,0,0
17500,0,3.75000005960464,45.4166668355465,45.4166668355465,5.41666677594185,0,0,0
17600,0,3.41666674613953,45.7500002086163,45.7500002086163,5.08333346247673,0,0,0
17700,0,4.33333343267441,45.3333335518837,45.3333335518837,5.00000011920929,0,0,0
17800,0,10.0000002384186,44.0000002384186,44.0000002384186,2,0,0,0
17900,0,30.7833340317011,30.7833340317011,30.7833340317011,7.45000000298023,0,0,0.200000002980232
18000,0,29.7166672646999,29.7166672646999,29.7166672646999,10.0500000119209,0,0,0.800000011920929
18100,0,25,25,25,25,0,0,0
18200,0,25,25,25,25,0,0,0
18300,0,25,25,25,25,0,0,0
18400,0,25,25,25,25,0,0,0
18500,0,1.25,82.7500000596046,12.7500000596046,3.25000005960464,0,0,0
18600,0,1.25,75.9166667461395,18.9166667461395,3.91666674613953,0,0,0
18700,0,1,75.0000001490116,18.0000001490116,6.00000014901161,0,0,0
18800,0,1.25,82.5833334028721,12.5833334028721,3.58333340287209,0,0,0
18900,0,2.30000001192093,77.8833333849907,13.8833333849907,4.38333338499069,0,0,1.55000001192093
19000,0,1.20000001788139,73.7000000178814,15.7000000178814,4.70000001788139,0,0,4.70000001788139
19100,0,0.200000002980232,75.7000000029802,18.7000000029802,2.70000000298023,0,0,2.70000000298023
19200,0,1.80000002682209,72.8000000268221,16.8000000268221,4.30000002682209,0,0,4.30000002682209
19300,0,20.0000002980232,20.0000002980232,20.0000002980232,20.0000002980232,0,0,20.0000002980232
19400,0,24.4000000357628,24.4000000357628,24.4000000357628,24.4000000357628,0,0.200000002980232,2.20000003278255
19500,0,24.0666667222977,24.0666667222977,24.0666667222977,24.0666667222977,0.16666667163372,1.16666668653488,2.40000003576279
19600,0,24.3761905133724,24.3761905133724,24.3761905133724,24.3761905133724,0.309523820877075,0.87619049847126,1.30952383577824
19700,0,8.81666667759418,40.8166666775942,40.8166666775942,8.81666667759418,0,0.366666674613953,0.366666674613953
19800,0,9.33333352208138,43.8333335220814,43.8333335220814,3,0,0,0
19900,0,10.816666841507,40.316666841507,40.316666841507,4.55000002682209,1.95000003278255,1.68333335220814,0.366666674613953
20000,0,11.616666957736,43.116666957736,43.116666957736,1.70000000298023,0.450000002980232,0,0
20100,0,12.7000003308058,42.7000003308058,42.7000003308058,1.45000000298023,0.450000002980232,0,0
20200,0,11.5666669607162,43.0666669607162,43.0666669607162,1.20000000298023,0.400000005960464,0,0.700000002980232
20300,0,12.0166670084,43.0166670084,43.0166670084,1.01666668057442,0.766666680574417,0,0.16666667163372
20400,0,14.7500004172325,42.2500004172325,42.2500004172325,0.5,0,0,0.25
20500,0,33.0833342969418,33.0833342969418,33.0833342969418,0.75,0,0,0
20600,0,32.9500009566545,32.9500009566545,32.9500009566545,0.950000002980232,0,0.200000002980232,0
20700,0,32.1500008702278,32.1500008702278,32.1500008702278,3.15000000596046,0.200000002980232,0,0.200000002980232
20800,0,32.0333341807127,32.0333341807127,32.0333341807127,3.70000000298023,0,0,0.200000002980232
20900,0,33.0000009536743,33.0000009536743,33.0000009536743,1,0,0,0
21000,0,32.5833342373371,32.5833342373371,32.5833342373371,2.25,0,0,0
21100,0,32.3333342075348,32.3333342075348,32.3333342075348,3,0,0,0
21200,0,31.5833341181278,31.5833341181278,31.5833341181278,5.25,0,0,0
21300,0,30.5000006556511,30.5000006556511,30.5000006556511,8.5,0,0,0
21400,0,29.916667252779,29.916667252779,29.916667252779,10.25,0,0,0
21500,0,29.733333915472,29.733333915472,29.733333915472,10.4000000059605,0,0,0.400000005960464
21600,0,30.1666672825813,30.1666672825813,30.1666672825813,9.5,0,0,0
21700,0,25,25,25,25,0,0,0
21800,0,25,25,25,25,0,0,0
21900,0,25,25,25,25,0,0,0
22000,0,25,25,25,25,0,0,0
22100,0,25,25,25,25,0,0,0
22200,0,9.25,9.25,9.25,9.25,0,0,0
22300,0,8.25,8.25,8.25,8.25,0,0,0
22400,0,11.75,11.75,11.75,11.75,0,0,0
22500,0,9.5,9.5,9.5,9.5,0,0,0
22600,0,11.9166669547558,11.9166669547558,11.9166669547558,2.25,0,0,0
22700,0,12.083333581686,12.083333581686,12.083333581686,3.75,0,0,0
22800,0,10.9500002115965,10.9500002115965,10.9500002115965,3.5,0.200000002980232,0,0.450000002980232
22900,0,11.5000002682209,11.5000002682209,11.5000002682209,2.25,0,0,0.25
23000,0,30.5333340018988,30.5333340018988,30.5333340018988,8.20000000298023,0,0,0.200000002980232
23100,0,30.5833339989185,30.5833339989185,30.5833339989185,8.25,0,0,0
23200,0,31.8333341479301,31.8333341479301,31.8333341479301,4.5,0,0,0
23300,0,32.0833341777325,32.0833341777325,32.0833341777325,3.75,0,0,0
23400,0,30.1666672825813,30.1666672825813,30.1666672825813,9.5,0,0,0
23500,0,30.5000006556511,30.5000006556511,30.5000006556511,8.5,0,0,0
23600,0,30.0000005960464,30.0000005960464,30.0000005960464,10,0,0,0
23700,0,30.3333339691162,30.3333339691162,30.3333339691162,8.75,0,0,0.25
23800,0,29.4333339333534,29.4333339333534,29.4333339333534,8.95000001788139,1.15000002086163,0.900000020861626,0.700000002980232
23900,0,28.9500005692244,28.9500005692244,28.9500005692244,8.03333334624767,2.95000003278255,1.13333335518837,1.03333334624767
24000,0,23.3952381908894,23.3952381908894,23.3952381908894,23.3952381908894,2.59523817896843,2.59523817896843,1.22857145965099
24100,0,16.3095243275166,16.3095243275166,16.3095243275166,16.3095243275166,16.3095243275166,16.3095243275166,2.14285723865032
24200,0,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355
24300,0,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355
24400,0,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355,14.2857149243355
24500,0,21.0357145220041,21.0357145220041,21.0357145220041,21.0357145220041,5.28571452200413,5.28571452200413,5.28571452200413
24600,0,24.1428571939468,24.1428571939468,24.1428571939468,24.1428571939468,1.14285719394684,1.14285719394684,1.14285719394684
24700,0,24.7857142984867,24.7857142984867,24.7857142984867,24.7857142984867,0.28571429848671,0.28571429848671,0.28571429848671
24800,0,25,25,25,25,0,0,0
24900,0,25,25,25,25,0,0,0
25000,0,25,25,25,25,0,0,0
25100,0,25,25,25,25,0,0,0
25200,0.200000002980232,24.9500000029802,24.9500000029802,24.9500000029802,24.9500000029802,0,0,0
25300,0,25,25,25,25,0,0,0
25400,0,25,25,25,25,0,0,0
25500,0,25,25,25,25,0,0,0
25600,0,25,25,25,25,0,0,0
25700,0,29.3333338499069,29.3333338499069,29.3333338499069,12,0,0,0
25800,0,30.5833339989185,30.5833339989185,30.5833339989185,8.25,0,0,0
25900,0,30.8333340287209,30.8333340287209,30.8333340287209,7.5,0,0,0
26000,0,29.8333339542151,29.8333339542151,29.8333339542151,9,0.500000014901161,0.500000014901161,0.500000014901161
26100,0,29.5952387452126,29.5952387452126,29.5952387452126,8.42857144773006,0.928571462631226,0.928571462631226,0.928571462631226
26200,0,29.4523815363646,29.4523815363646,29.4523815363646,10.2857142984867,0.45238097012043,0.45238097012043,0.45238097012043
26300,0,28.9642863720655,28.9642863720655,28.9642863720655,7.96428574621677,1.7142857760191,1.7142857760191,1.7142857760191
26400,0,27.8095244318247,27.8095244318247,27.8095244318247,8.64285719394684,2.64285723865032,2.64285723865032,2.64285723865032
26500,0,27.7500006407499,27.7500006407499,27.7500006407499,9.75000010430813,3.00000010430813,1.00000004470348,3.00000010430813
26600,0,11.5357145220041,35.9690480232239,35.9690480232239,10.9690478146076,2.55238100886345,0.45238097012043,2.55238100886345
26700,0,10.333333581686,37.6666671186686,37.6666671186686,10.3333335667849,2.00000004470348,0,2.00000004470348
26800,0,11.0333336293697,34.3833336532116,34.3833336532116,8.71666675806046,8.71666675806046,0.400000005960464,2.36666671931744
26900,0,11.0166669338942,36.3000004440546,36.3000004440546,10.800000205636,3.71666671335697,0.16666667163372,1.70000003278255
27000,0,11.7833335548639,37.6166671067476,37.6166671067476,12.2833335548639,0.25,0,0.450000002980232
27100,0,11.0333335548639,38.7833337634802,38.7833337634802,10.9500002115965,0,0,0.450000002980232
27200,0,7.58333346247673,40.4166670441628,40.4166670441628,11.583333581686,0,0,0
27300,0,12.4500000029802,29.0333338230848,29.0333338230848,29.0333338230848,0,0,0.450000002980232
27400,0,24.9000000059605,24.9000000059605,24.9000000059605,24.9000000059605,0,0,0.400000005960464
27500,0,24.8500000089407,24.8500000089407,24.8500000089407,24.8500000089407,0.200000002980232,0,0.400000005960464
27600,0,7.91666667163372,75.9166666716337,7.91666667163372,7.91666667163372,0,0.16666667163372,0.16666667163372
27700,0,8.6000000089407,73.6000000089407,8.6000000089407,8.6000000089407,0,0.600000008940697,0
27800,0,10.3666667044163,66.3666667044163,10.3666667044163,10.3666667044163,0.366666674613953,1.10000002384186,1.06666669249535
27900,0,6.80000004172325,76.8000000417233,6.80000004172325,6.80000004172325,0,0.500000014901161,2.30000004172325
28000,0,7.64523816108704,72.645238161087,7.64523816108704,7.64523816108704,0.928571462631226,0.595238119363785,2.89523816108704
28100,0,9.1833333671093,70.1833333671093,9.1833333671093,9.1833333671093,0.666666686534882,0.16666667163372,1.4333333671093
28200,0,6.5833333581686,78.5833333581686,6.5833333581686,6.5833333581686,0.833333358168602,0,0.833333358168602
28300,0,8.73333336412907,71.7333333641291,8.73333336412907,8.73333336412907,1.73333336412907,0,0.333333343267441
28400,0,29.7619054615498,29.7619054615498,29.7619054615498,7.76190480589867,1.26190480589867,0.761904790997505,0.928571462631226
28500,0,30.516667380929,30.516667380929,30.516667380929,7.18333335220814,0.933333352208138,0.333333343267441,0
28600,0,29.2500005960464,29.2500005960464,29.2500005960464,10.2500000298023,1.50000002980232,0.500000014901161,0
28700,0,29.3166672736406,29.3166672736406,29.3166672736406,9.98333336412907,1.23333336412907,0.833333358168602,0
28800,0,30.4166673123837,30.4166673123837,30.4166673123837,8.75,0,0,0
28900,0,29.8666672706604,29.8666672706604,29.8666672706604,9.86666667461395,0.16666667163372,0.366666674613953,0
29000,0,29.9500006139278,29.9500006139278,29.9500006139278,9.61666667461395,0.366666674613953,0.16666667163372,0
29100,0,30.2666673213243,30.2666673213243,30.2666673213243,8.6000000089407,0.400000005960464,0.200000002980232,0
29200,0,24.866666674614,24.866666674614,24.866666674614,24.866666674614,0.16666667163372,0.366666674613953,0
29300,0,24.9000000059605,24.9000000059605,24.9000000059605,24.9000000059605,0.200000002980232,0.200000002980232,0
29400,0,25,25,25,25,0,0,0
29500,0,25,25,25,25,0,0,0
29600,0,32.6666675806046,32.6666675806046,32.6666675806046,1.75,0.25,0,0
29700,0,33.0833342969418,33.0833342969418,33.0833342969418,0.75,0,0,0
29800,0,32.6666675806046,32.6666675806046,32.6666675806046,2,0,0,0
29900,0,33.1666676402092,33.1666676402092,33.1666676402092,0.5,0,0,0
30000,0,33.3333343267441,33.3333343267441,33.3333343267441,0,0,0,0
30100,0,33.0833342969418,33.0833342969418,33.0833342969418,0.75,0,0,0
30200,0,33.3333343267441,33.3333343267441,33.3333343267441,0,0,0,0
30300,0,33.3333343267441,33.3333343267441,33.3333343267441,0,0,0,0
30400,0,33.0000009536743,33.0000009536743,33.0000009536743,0.75,0,0,0.25
30500,0,32.8333342671394,32.8333342671394,32.8333342671394,1.5,0,0,0
30600,0,32.3333342075348,32.3333342075348,32.3333342075348,2.75,0,0,0.25
30700,0,30.7500006854534,30.7500006854534,30.7500006854534,7.75,0,0,0
30800,0,30.016667291522,30.016667291522,30.016667291522,9.3500000089407,0.400000005960464,0.200000002980232,0
